New_name	Bin	ID	Sample	Subject	SNP_new	SNP_y_n	Abundance_v3	Growth_rate	Growth_rate2	GC	N50	Size	N_size	Bin_depth	Ndepth	Log2_depth	Culture_or_Unculture	New_species	Final_tax	Turst_tax	SpecI_id1	SpecI_id2	SpecI_tax	Pretein_get_annontation	Pretein_get_annontation_full_length	Protein_genus	Proteinsame_genus_num	Pretein_species	pretein_same_species_num	Protein_average_id	top_tax_name	nt_top_ant_length_percent	contig_num	ant_contig_num	all_tax_num	GTDBTK_ant	GTDBTK_ant_ani	protein_num	get_ko_num	ko_num	get_cazy_num	cazy_num	Domain	Phylum	Class	Order	Family	Genus	Species	lineage_final_tax
YA37_bin.193	YA37_bin.193	YA37.M019	YA37	Y37	1.439072715	Y	High	1.4	Medium	0.429	140193	2307182	2578663.716	36.71047298	15.67094281	3.970020074	Y	N	Ruminococcus lactaris	s	FOUND	99.57849266	Ruminococcus lactaris	2052	1967	1813	Ruminococcus	Ruminococcus lactaris 	990	98.6	k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Coprococcus;s_Coprococcus catus	0.00099472	25	2	2	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ruminococcus_B;s__Ruminococcus_B lactaris	98.71	2034	1211	976	70	36	d_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Ruminococcaceae	g_Ruminococcus	s_Ruminococcus lactaris	d_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_Ruminococcus;s_Ruminococcus lactaris
YA37_bin.119	YA37_bin.119	YA37.M016	YA37	Y37	1.398303859	Y	High	1.11	Low	0.489	254747	2441528	2816097.071	49.17362859	20.99120656	4.391713189	Y	N	Roseburia hominis 	s	UNASSINGED	96.43552033	Roseburia hominis	2218	2150	1942	Roseburia	Roseburia hominis 	759	96.53	k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Roseburia;s_Roseburia hominis	1	10	10	1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia hominis	97.94	2259	1308	1025	90	48	d_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Lachnospiraceae	g_Roseburia	s_Roseburia hominis	d_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Roseburia;s_Roseburia hominis
YA34_bin.3	YA34_bin.3.strict_filtered2000	YA34.M015	YA34	Y34	1.377726751	Y	High	1.87	Fast	0.592	77172	1968705	2216086.766	13.30872666	50.99736657	5.672350845	Y	N	Bifidobacterium adolescentis 	s	FOUND	98.08310313	Bifidobacterium adolescentis	1640	1425	1390	Bifidobacterium	Bifidobacterium adolescentis 	748	98.88	k_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Bifidobacteriales;f_Bifidobacteriaceae;g_Bifidobacterium;s_Bifidobacterium adolescentis	0.903826627	58	57	3	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium adolescentis_B	97.68	1645	1114	814	68	40	d_Bacteria	p_Actinobacteria	c_Actinobacteria	o_Bifidobacteriales	f_Bifidobacteriaceae	g_Bifidobacterium	s_Bifidobacterium adolescentis	d_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Bifidobacteriales;f_Bifidobacteriaceae;g_Bifidobacterium;s_Bifidobacterium adolescentis
YA37_bin.32	YA37_bin.32	YA37.M015	YA37	Y37	1.353889862	Y	High	1.42	Medium	0.417	142129	2621820	3092097.039	52.51465166	22.41742031	4.486548364	Y	N	Dorea longicatena 	s	UNASSINGED	94.25578966	Dorea longicatena	2427	2344	2027	Dorea	Dorea longicatena 	1563	98.37	Unclassified	0	23	0	0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea;s__Dorea longicatena_B	98.05	2432	1409	1045	55	28	d_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Lachnospiraceae	g_Dorea	s_Dorea longicatena	d_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Dorea;s_Dorea longicatena
F1900313.2	F1900313.2	HC313.M002	F1900313	F1900313	1.298451498	Y	High	1.77	Fast	0.561	181066	2289562	2275770.829	88.37535396	52.92344811	5.725835155	Y	N	Bifidobacterium pseudocatenulatum	NA	FOUND	973	Bifidobacterium catenulatum-Bifidobacterium pseudocatenulatum complex	1858	1829	1765	Bifidobacterium	Bifidobacterium pseudocatenulatum 	1222	98.98	k_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Bifidobacteriales;f_Bifidobacteriaceae;g_Bifidobacterium;s_Bifidobacterium pseudocatenulatum	0.933601711	31	28	7			1862	1141	896			d_Bacteria	p_Actinobacteria	c_Actinobacteria	o_Bifidobacteriales	f_Bifidobacteriaceae	g_Bifidobacterium	s_Bifidobacterium pseudocatenulatum	
F1900313.11	F1900313.11	HC313.M011	F1900313	F1900313	1.248019115	Y	High	1.17	Low	0.476	294705	3645657	3688816.149	23.18962375	13.88707139	3.79567048	Y	N	Lachnospiraceae	NA	FOUND	1606	Clostridium scindens	3433	3366	3284	Clostridium	Clostridium scindens (strain ATCC 35704 / DSM 5676 / VPI 13733 / 19) 	1713	88.34	k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Lachnoclostridium;s_[Clostridium] scindens	0.636872311	16	11	1			3413	2014	1348			d_Bacteria	p_Firmicutes	c_Clostridia	o_Lachnospirales	f_Lachnospiraceae	g_	s_	
YB16_bin.69	YB16_bin.69	YB16.M015	YB16	Y16	1.245335915	Y	High	1.35	Medium	0.454	207299	3948093	4184252.194	49.08678572	22.2345413	4.474730737	Y	N	Parabacteroides merdae	s	FOUND	99.5065846	Parabacteroides merdae	3214	3119	2914	Parabacteroides	Parabacteroides merdae 	1301	99.2	Unclassified	0	28	0	0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides merdae	98.75	3284	1564	1144	188	74	d_Bacteria	p_Bacteroidetes	c_Bacteroidia	o_Bacteroidales	f_Tannerellaceae	g_Parabacteroides	s_Parabacteroides merdae	d_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides merdae
YB7_bin.85	YB7_bin.85	YB7.M018	YB7	Y7	1.19948128	Y	High	1.2	Low	0.453	253817	4253854	4333592.095	90.75440969	33.43094191	5.063112098	Y	N	Parabacteroides merdae	s	FOUND	99.70734013	Parabacteroides merdae	3429	3359	1572	Parabacteroides	Parabacteroides merdae CAG:48 	1572	99.34	Unclassified	0	18	0	0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides merdae	98.79	3502	1652	1177	212	79	d_Bacteria	p_Bacteroidetes	c_Bacteroidia	o_Bacteroidales	f_Tannerellaceae	g_Parabacteroides	s_Parabacteroides merdae	d_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides merdae
YB34_bin.6	YB34_bin.6	YB34.M016	YB34	Y34	1.182405099	Y	High	1.58	Medium	0.406	187311	2202121	2652007.563	45.85485665	61.40334384	5.940245317	Y	N	Dorea formicigenerans	s	FOUND	98.91128117	Dorea formicigenerans	2057	1968	1515	Dorea	Dorea formicigenerans 	910	99.21	k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Mordavella;s_Mordavella sp. Marseille-P3756	0.001820518	21	1	1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea;s__Dorea formicigenerans	97.17	2059	1256	953	38	23	d_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Lachnospiraceae	g_Dorea	s_Dorea formicigenerans	d_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Dorea;s_Dorea formicigenerans
YB37_bin138	YB37_bin.sin138	YB37.M021	YB37	Y37	1.122411345	Y	High	1.62	Medium	0.436	282018	3093639	3190206.552	19.20094198	12.51571026	3.64566826	Y	N	Barnesiella intestinihominis	s	UNASSINGED	-	-	2428	2358	965	Barnesiella	Barnesiella intestinihominis YIT 11860 	952	97.48	Unclassified	0	15	0	0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella;s__Barnesiella intestinihominis	98.29	2492	1224	994	148	67	d_Bacteria	p_Bacteroidetes	c_Bacteroidia	o_Bacteroidales	f_Barnesiellaceae	g_Barnesiella	s_Barnesiella intestinihominis	d_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Barnesiellaceae;g_Barnesiella;s_Barnesiella intestinihominis
F1900186.19	F1900186.19	ES186.M019	F1900186	F1900186	1.024199761	Y	High	1.25	Low	0.389	82331	1833188	1801198.711	81.18402679	14.87867075	3.895173738	Y	N	Streptococcus thermophilus	NA	FOUND	1375	Streptococcus thermophilus	1923	1912	1795	Streptococcus	Streptococcus thermophilus 	966	99.61	k_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Streptococcaceae;g_Streptococcus;s_Streptococcus thermophilus	0.962002261	44	44	3			1970	1341	1005			d_Bacteria	p_Firmicutes	c_Bacilli	o_Lactobacillales	f_Streptococcaceae	g_Streptococcus	s_Streptococcus thermophilus	
YB34_bin.57	YB34_bin.57	YB34.M003	YB34	Y34	0.999819255	Y	High	1.46	Medium	0.41	194716	2930118	3093093.074	364.7282529	488.4004869	8.931920828	Y	N	Dorea longicatena	s	FOUND	97.31491553	Dorea longicatena	2740	2644	2107	Dorea	Dorea longicatena 	1657	98.36	Unclassified	0	15	0	0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea;s__Dorea longicatena	98.45	2761	1483	1070	75	31	d_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Lachnospiraceae	g_Dorea	s_Dorea longicatena	d_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Dorea;s_Dorea longicatena
YB7_bin.77	YB7_bin.77	YB7.M023	YB7	Y7	0.990816099	Y	High	1.28	Low	0.639	301347	3158660	3730377.684	45.3661505	16.7113989	4.0627606	Y	N	Eggerthella lenta	s	FOUND	99.35487538	Eggerthella lenta	2642	2563	2201	Eggerthella	Eggerthella lenta 	2201	98.55	k_Bacteria;p_Actinobacteria;c_Coriobacteriia;o_Eggerthellales;f_Eggerthellaceae;g_Eggerthella;s_Eggerthella lenta	0.966347122	18	17	2	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Eggerthella;s__Eggerthella lenta	98.21	2682	1417	1005	35	12	d_Bacteria	p_Actinobacteria	c_Coriobacteriia	o_Eggerthellales	f_Eggerthellaceae	g_Eggerthella	s_Eggerthella lenta	d_Bacteria;p_Actinobacteria;c_Coriobacteriia;o_Eggerthellales;f_Eggerthellaceae;g_Eggerthella;s_Eggerthella lenta
F1900313.43	F1900313.43	HC313.M043	F1900313	F1900313	0.974720276	Y	High	1.59	Medium	0.489	221176	7413540	7970091.489	20.51918328	12.28788212	3.619164376	Y	N	Hungatella hathewayi	NA	UNASSINGED	1602	Clostridium saccharolyticum	6545	6431	6316	Hungatella	Hungatella hathewayi 	5907	99.32	Unclassified	0	69	0	0			6455	3308	1646			d_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Clostridiaceae	g_Hungatella	s_Hungatella hathewayi	
YB37_bin168	YB37_bin.sin168	YB37.M005	YB37	Y37	0.950172285	Y	High	1.39	Medium	0.537	366843	2054585	2574700.184	127.2867744	82.96907459	6.37450179	Y	N	Alistipes putredinis	s	FOUND	97.51610016	Alistipes putredinis	1741	1654	1457	Alistipes	Alistipes putredinis DSM 17216 	829	99.03	k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Rikenellaceae;g_Alistipes;s_Alistipes shahii	0.058970546	18	8	2	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes putredinis	98.64	1801	822	724	44	32	d_Bacteria	p_Bacteroidetes	c_Bacteroidia	o_Bacteroidales	f_Rikenellaceae	g_Alistipes	s_Alistipes putredinis	d_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Rikenellaceae;g_Alistipes;s_Alistipes putredinis
YA34_bin.17	YA34_bin.17	YA34.M005	YA34	Y34	0.944396371	Y	High	1.16	Low	0.413	446721	3016648	3177894.36	34.22148236	131.132416	7.034880554	Y	N	[Eubacterium] rectale 	s	FOUND	99.32736606	Eubacterium rectale	2820	2716	1373	[Eubacterium]	[Eubacterium] rectale 	1209	98.53	k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;s_[Eubacterium] rectale	0.978357104	10	9	1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis	97.56	2830	1526	1163	88	49	d_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Lachnospiraceae	g_unclassified	s_[Eubacterium] rectale	d_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_unclassified;s_[Eubacterium] rectale
YB16_bin.49	YB16_bin.49	YB16.M003	YB16	Y16	0.939810131	Y	High	1.3	Low	0.532	286421	2508274	2608790.706	170.132353	77.06381208	6.267981648	Y	N	Alistipes putredinis	s	FOUND	99.63821323	Alistipes putredinis	2157	2093	1793	Alistipes	Alistipes putredinis DSM 17216 	1099	98.79	Unclassified	0	11	0	0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes putredinis	99.06	2235	1035	900	46	31	d_Bacteria	p_Bacteroidetes	c_Bacteroidia	o_Bacteroidales	f_Rikenellaceae	g_Alistipes	s_Alistipes putredinis	d_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Rikenellaceae;g_Alistipes;s_Alistipes putredinis
YB7_bin.51	YB7_bin.51	YB7.M020	YB7	Y7	0.901135307	Y	High	1.49	Medium	0.609	351285	3933212	4207093.807	74.48123502	27.43643918	4.778021349	Y	N	Flavonifractor plautii 	s	UNASSINGED	86.28538672	Pseudoflavonifractor capillosus	3818	3735	2181	Flavonifractor	Flavonifractor plautii 	2181	98.32	k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_Flavonifractor;s_Flavonifractor plautii	0.890830192	24	15	1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Flavonifractor;s__Flavonifractor plautii	98.4	3766	1828	1280	49	32	d_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Ruminococcaceae	g_Flavonifractor	s_Flavonifractor plautii	d_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_Flavonifractor;s_Flavonifractor plautii
YA37_bin.123	YA37_bin.123	YA37.M023	YA37	Y37	0.879057318	Y	High	1.21	Low	0.433	152087	4030759	4384595.888	27.94072937	11.92732036	3.576198053	Y	N	Odoribacter splanchnicus	s	FOUND	99.80692986	Odoribacter splanchnicus	3382	3230	2882	Odoribacter	Odoribacter sp. 43_10 	1117	98.21	k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Odoribacteraceae;g_Odoribacter;s_Odoribacter splanchnicus	0.972237239	42	38	2	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Odoribacter;s__Odoribacter splanchnicus	99.34	3451	1479	1093	93	47	d_Bacteria	p_Bacteroidetes	c_Bacteroidia	o_Bacteroidales	f_Odoribacteraceae	g_Odoribacter	s_Odoribacter splanchnicus	d_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Odoribacteraceae;g_Odoribacter;s_Odoribacter splanchnicus
YA7_bin.20	YA7_bin.20	YA7.M016	YA7	Y7	0.853782851	Y	High	1.7	Fast	0.397	120613	1943392	2204892.217	19.60866474	14.27189599	3.835105101	Y	N	Streptococcus salivarius	s	FOUND	98.52319334	Streptococcus salivarius	1803	1759	1743	Streptococcus	Streptococcus salivarius 	786	98.94	k_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Streptococcaceae;g_Streptococcus;s_Streptococcus salivarius	0.957386878	26	26	2	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus salivarius_C	97.04	1795	1134	935	62	31	d_Bacteria	p_Firmicutes	c_Bacilli	o_Lactobacillales	f_Streptococcaceae	g_Streptococcus	s_Streptococcus salivarius	d_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Streptococcaceae;g_Streptococcus;s_Streptococcus salivarius
YB37_bin137	YB37_bin.sin137.strict_filtered2500	YB37.M025	YB37	Y37	0.839022059	Y	High	1.27	Low	0.591	324075	1962185	2079819.596	16.00422308	10.43199959	3.382943813	Y	N	Bifidobacterium adolescentis	s	FOUND	98.47757238	Bifidobacterium adolescentis	1601	1565	1498	Bifidobacterium	Bifidobacterium adolescentis 	954	99.23	k_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Bifidobacteriales;f_Bifidobacteriaceae;g_Bifidobacterium;s_Bifidobacterium adolescentis	0.984916305	12	11	4	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__	98.78	1609	1021	831	70	42	d_Bacteria	p_Actinobacteria	c_Actinobacteria	o_Bifidobacteriales	f_Bifidobacteriaceae	g_Bifidobacterium	s_Bifidobacterium adolescentis	d_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Bifidobacteriales;f_Bifidobacteriaceae;g_Bifidobacterium;s_Bifidobacterium adolescentis
F1900313.28	F1900313.28	HC313.M028	F1900313	F1900313	0.723724162	Y	High	1.32	Low	0.413	183073	2615320	2638512.525	228.5226	136.8504161	7.096456011	Y	N	Dorea longicatena	NA	FOUND	1605	Dorea longicatena	2484	2445	2359	Dorea	Dorea longicatena 	1548	98.15	k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;s_[Eubacterium] rectale	0.003591148	50	14	10			2458	1449	1065			d_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Lachnospiraceae	g_Dorea	s_Dorea longicatena	
YB16_bin.54	YB16_bin.54	YB16.M019	YB16	Y16	0.676252314	Y	High	1.44	Medium	0.58	325452	3215530	3200201.037	37.08438544	16.79788741	4.070207898	Y	N	Alistipes onderdonkii 	s	UNASSINGED	91.35001566	unnamed Alistipes sp. HGB5	2607	2542	2418	Alistipes	Alistipes onderdonkii 	1062	98.1	k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Rikenellaceae;g_Alistipes;s_Alistipes shahii	0.151412364	12	6	2	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes onderdonkii	98.86	2649	1229	950	150	62	d_Bacteria	p_Bacteroidetes	c_Bacteroidia	o_Bacteroidales	f_Rikenellaceae	g_Alistipes	s_Alistipes onderdonkii	d_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Rikenellaceae;g_Alistipes;s_Alistipes onderdonkii
YB7_bin.6	YB7_bin.6	YB7.M005	YB7	Y7	0.659045233	Y	High	1.27	Low	0.398	197135	3132302	3288713.2	270.5268625	99.65320536	6.638844305	Y	N	Tyzzerella nexilis	s	UNASSINGED	84.86210862	unnamed Lachnospiraceae bacterium 2_1_46FAA	2888	2761	1258	Clostridium	Clostridium nexile CAG:348 	1258	98.27	Unclassified	0	15	0	0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Tyzzerella;s__Tyzzerella nexilis	98.78	2907	1502	1082	126	52	d_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Lachnospiraceae	g_Tyzzerella	s_Tyzzerella nexilis	d_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Tyzzerella;s_Tyzzerella nexilis
YA7_bin.40	YA7_bin.40	YA7.M012	YA7	Y7	0.641195315	Y	High	1.69	Fast	0.505	216948	4916969	5228315.168	27.9074832	20.31207647	4.344265826	Y	N	Escherichia coli	s	FOUND	98.79334386	Escherichia coli	4570	4445	3542	Escherichia	Escherichia coli 	2062	99.79	k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Escherichia;s_Escherichia coli	0.983444882	26	25	1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__	97.25	4573	3417	2835	98	56	d_Bacteria	p_Proteobacteria	c_Gammaproteobacteria	o_Enterobacterales	f_Enterobacteriaceae	g_Escherichia	s_Escherichia coli	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Escherichia;s_Escherichia coli
YB7_bin.21	YB7_bin.21	YB7.M011	YB7	Y7	0.63721814	Y	High	1.42	Medium	0.424	301318	3104784	3883407.129	161.7256987	59.57443233	5.896621394	Y	N	Roseburia inulinivorans	s	FOUND	98.60374115	Roseburia inulinivorans	2918	2791	1539	Roseburia	Roseburia inulinivorans 	1539	98.4	k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Roseburia;s_Roseburia hominis	0.024144675	15	1	1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia inulinivorans	96.91	2918	1412	1053	88	43	d_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Lachnospiraceae	g_Roseburia	s_Roseburia inulinivorans	d_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Roseburia;s_Roseburia inulinivorans
YA7_bin.22	YA7_bin.22	YA7.M013	YA7	Y7	0.625049236	Y	High	1.5	Medium	0.37	209577	2789205	2886270.269	27.46712491	19.99156776	4.321319709	Y	N	Anaerostipes hadrus 	s	FOUND	99.42335256	butyrate-producing bacterium	2604	2538	1138	Anaerostipes	Anaerostipes hadrus 	1052	98.57	k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Anaerostipes;s_Anaerostipes hadrus	0.960111573	25	22	1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes hadrus	98.23	2604	1582	1181	64	30	d_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Lachnospiraceae	g_Anaerostipes	s_Anaerostipes hadrus	d_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Anaerostipes;s_Anaerostipes hadrus
F1900372.66	F1900372.86	HC372.M066	F1900372	F1900372	0.597796692	Y	High	1.39	Medium	0.565	71138	3020855	3220974.122	303.3587515	16.38991924	4.034736841	Y	N	Faecalibacterium prausnitzii	NA	FOUND	1574	Faecalibacterium prausnitzii	2877	2823	2619	Faecalibacterium	Faecalibacterium prausnitzii 	1649	95.89	k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_Faecalibacterium;s_Faecalibacterium prausnitzii	0.740639322	119	78	19			2819	1363	1025			d_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Ruminococcaceae	g_Faecalibacterium	s_Faecalibacterium prausnitzii	
YA16_bin.321	YA16_bin.321	YA16.M004	YA16	Y16	0.594843534	Y	High	1.31	Low	0.602	714703	2346867	2365936.448	1280.706827	224.9992451	7.813776351	Y	N	Collinsella aerofaciens	s	FOUND	96.86475418	Collinsella aerofaciens	1956	1898	1863	Collinsella	Collinsella aerofaciens 	504	98.22	k_Bacteria;p_Actinobacteria;c_Coriobacteriia;o_Coriobacteriales;f_Coriobacteriaceae;g_Collinsella;s_Collinsella aerofaciens	0.998518876	3	2	1	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	94.86	1972	1164	945	56	29	d_Bacteria	p_Actinobacteria	c_Coriobacteriia	o_Coriobacteriales	f_Coriobacteriaceae	g_Collinsella	s_Collinsella aerofaciens	d_Bacteria;p_Actinobacteria;c_Coriobacteriia;o_Coriobacteriales;f_Coriobacteriaceae;g_Collinsella;s_Collinsella aerofaciens
YB16_bin.119	YB16_bin.119	YB16.M005	YB16	Y16	0.593138755	Y	High	1.16	Low	0.38	381414	2358257	2662140.317	142.3239352	64.46760301	6.010502438	Y	N	Eubacterium eligens	s	FOUND	98.51059504	Eubacterium eligens	2177	2110	1218	Eubacterium	Eubacterium sp. 	902	98.13	k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Eubacteriaceae;g_Eubacterium;s_[Eubacterium] eligens	0.815501873	10	9	1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira eligens	97.37	2197	1226	971	65	34	d_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Eubacteriaceae	g_Eubacterium	s_Eubacterium eligens	d_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Eubacteriaceae;g_Eubacterium;s_Eubacterium eligens
YB37_bin9	YB37_bin.com9.permissive_filtered2000	YB37.M004	YB37	Y37	0.590015759	Y	High	1.11	Low	0.414	162509	3393243	3838510.181	176.1139471	114.7959895	6.842928431	Y	N	Roseburia inulinivorans	s	FOUND	98.05279196	Roseburia inulinivorans	3163	3012	2645	Roseburia	Roseburia inulinivorans 	1884	98.99	k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Eubacteriaceae;g_Eubacterium;s_[Eubacterium] hallii	0.016091391	26	5	5	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia inulinivorans	97.33	3156	1561	1128	98	45	d_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Lachnospiraceae	g_Roseburia	s_Roseburia inulinivorans	d_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Roseburia;s_Roseburia inulinivorans
